Video,Subject
Miscellaneous Surgeries for Anterior Shoulder Instability (Dr. Harpreet Singh),Arthroscopy
Fractures of the Femoral Head,Trauma
Pediatric Post Traumatic Elbow Deformity (Prof. Dr. Anil Dhal),Clinical Examination
20. Cavo Varus Foot and Importance of Coleman Block Test (Prof. Dr. SM Tuli & Dr. Naufal Nahas),Premium Video - Free for the Day
Chapter 79 - Metabolic Disorder (Dr. Faheem Kotekar),Orthopedics Q-Book
Chapter 78 - Metabolic Disorder (Dr. Faheem Kotekar),Orthopedics Q-Book
Chapter 67 - Hip (Dr. Ashish Taneja),Orthopedics Q-Book
Chapter 77 - Metabolic Disorder (Dr. Faheem Kotekar),Orthopedics Q-Book
Chapter 66 - Hip (Dr. Ashish Taneja),Orthopedics Q-Book
Chapter 80 - Metabolic Disorder (Dr. Faheem Kotekar),Orthopedics Q-Book
Chapter 81 - Metabolic Disorder (Dr. Faheem Kotekar),Orthopedics Q-Book
Spondylolisthesis (Dr. Samir Dalvie),Regional Orthopedics
Knee & Arthroplasty (Dr. Ashish Taneja),Solved Theory Papers
Trauma Part - 1 (Dr. Shailesh Pai),Solved Theory Papers
Shoulder (Dr. Harpreet Singh),Solved Theory Papers
Chapter 68 - Hip (Dr. Ashish Taneja),Orthopedics Q-Book
Chapter 84 - Metabolic Disorders (Dr. Faheem Kotekar),Orthopedics Q-Book
Chapter 69 - Hip (Dr. Ashish Taneja),Orthopedics Q-Book
Chapter 85 - Metabolic Disorders (Dr. Faheem Kotekar),Orthopedics Q-Book
Short Case of Leg Injury (Prof. Dr. Anil Dhal),Practical Examination
Pediatric Orthopedics Part - 1 (Dr. Faheem Kotekar),Solved Theory Papers
Tumors (Dr. Vivek Verma),Solved Theory Papers
Chapter 118 - Mock Test (Dr. Ravinder Dimri),Orthopedics Q-Book
"How To Prepare For Theory & Practical Exams with Conceptual Orthopedics App (Dr. Nauful Nahas, Dr. Sushruth Chakka & Dr. Nayueem Siddique)",Introduction and Orientation
Trauma Part - 2 (Dr. Shailesh Pai),Solved Theory Papers
Chapter 74 - Knee (Dr. Naufal Nahas),Orthopedics Q-Book
Congenital Coxa Vara (Dr. Faheem Kotekar),Integrated Series 2021 - 2022
Shoulder Recent Advances (Dr. Harpeet Singh),Solved Theory Papers
Amputations (Dr. Vivek Verma),Oncology
Case Discussion on Limb Length Discrepancy with Knee Deformity (Prof. Dr. Anil Dhal),Practical Examination
Foot and Ankle Revision Theory (Dr. Anuj Chawla),Solved Theory Papers
Last Theory Revision Part -1 (Dr. Ravinder Dimri),Solved Theory Papers
Pediatric Case Discussion of Wrist (Prof. Dr. Gopa Kumar),Practical Examination
Pediatric Case Discussion of Hip (Prof. Dr. Gopa Kumar),Practical Examination
Pediatric Orthopedics Part - 2 (Dr. Faheem Kotekar),Solved Theory Papers
Initial Management of Patient with Spinal Cord Trauma (Dr. Jitesh Manghwani),Regional Orthopedics
Last Revision Theory Discussion Part - 2 (Dr. Ravinder Dimri),Solved Theory Papers
Corona and The Surgeon (Prof. Dr. RCM Kaza ),Fundamental Concepts
Corona and the surgeon Interaction ( Prof. Dr. RCM Kaza & Dr. Naufal nahas),Conceptual Connect LIVE Sessions
ASIA AND ISNCSCI (Neurology in SCI) (Dr. Jitesh Manghwani),Regional Orthopedics
Distal forearm Swelling in a Child_Part-1 (Prof. Dr. Anil Dhal),Clinical Examination
Anatomy of Cervical Spine (Dr. Jitesh Manghwani),Regional Orthopedics
Pediatric Case Discussion of Hip (Prof. Dr. Gopa Kumar),Pediatric Orthopedics
Pediatric Case Discussion of Wrist (Prof. Dr. Gopa Kumar),Pediatric Orthopedics
Conservative Management of Rotator Cuff Tear (Dr. Harpreet Singh),Arthroscopy
Discussion of Theory Questions of DNB December 2021 (Dr. Faheem Kotekar),Solved Theory Papers
DNB Practical Revision - OSCE-  Pediatric and Metabolic Diseases (Dr. Faheem Kotekar),OSCE Examinations
Presentation Flow Chart Case - 1 (Prof. Dr. Gopa Kumar),Practical Examination
Presentation Flow Chart Case - 2 (Prof. Dr. Gopa Kumar),Practical Examination
DNB Practical Revision - Lower Limb - Short Case - 1 (Prof. Dr. Gopa Kumar),Practical Examination
Morel-Lavallee Lesions,Trauma
Distal Forearm Swelling Discussion on Imaging & Biopsy_Part-2 (Prof. Dr. Anil Dhal),Clinical Examination
Discussion of Theory Questions of DNB December 2021 (Dr. Shailesh Pai),Solved Theory Papers
Classification of Cervical Spine Fractures (Dr. Jitesh Manghwani),Regional Orthopedics
Pathophysiology of Spinal Cord Injury (Prof. Dr. HS Chhabra),Regional Orthopedics
Back Pain (Dr. Raju Easwaran),OPD Series
Important Case Discussion Elbow (Prof. Dr. Gopa Kumar),Practical Examination
Shoulder OSCE Revision & Doubt Clearing Session (Dr. Harpreet Singh),OSCE Examinations
Spine Xrays (Prof. Dr. SM Tuli and Dr. Naufal Nahas),OSCE Examinations
Important Case Discussion Foot (Prof. Dr. Gopa Kumar),Practical Examination
Trauma OSCE Upper Limb Discussion and Doubts Clearing Session (Dr. Shailesh Pai),OSCE Examinations
Short Case - Upper Limb (Prof. Dr. Anil Dhal),Practical Examination
Chapter 119 - Mock Test (Dr. Harpreet Singh),Orthopedics Q-Book
Management of Cervical Spine Injuries Conservative_Dr. Jitesh Manghwani,Regional Orthopedics
MCQ in Orthopaedic Oncology (Dr. Vivek Verma),MCQ Discussion
ATLS (Dr. Shailesh Pai),Trauma
Case Based Discussion - Posterior Interosseous Nerve (PIN) Palsy (Dr. Ravinder Dimri),Practical Examination
Tips and Tricks in Management of Subtrochanteric Fractures (Prof. Dr. Ajith Kumar),Conceptual Connect LIVE Sessions
Spine Alignment & Balance (Prof. Dr. Sanjeev Dua),Regional Orthopedics
TB Spine Current Consensus in Diagnosis Management of Sensitive & Drug Resistance (Prof. Dr. Anil Jain),General Orthopedics
Metallurgy in Orthopedics (Prof. Dr. Shantharam Shetty),Fundamental Concepts
"Latarjet Procedure Indications, Variants & Surgical Steps (Dr. Harpreet Singh)",Arthroscopy
Humerus Shaft Fracture with Radial Nerve Palsy (Prof. Dr. Anil Dhal & Dr. Shailesh Pai),Trauma
Case Base Discussion - Malunited Distal Radius Fracture (Dr. Ravinder Dimri),Clinical Examination
Case Base Discussion - Malunited Distal Radius Fracture (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
Perthes Disease (Prof. Dr. Gopa Kumar),Conceptual Connect LIVE Sessions
Fractures of the Femoral Head (Prof. Dr. Shantharam Shetty),Conceptual Connect LIVE Sessions
Pediatric Post Traumatic Elbow Deformity (Prof. Dr. Anil Dhal),Practical Examination
Pediatric Post Traumatic Elbow Deformity (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
DNB Practical Revision - Lower Limb - Short Case - 2 (Prof. Dr. Gopa Kumar),Practical Examination
Scoliosis (Dr. Jitesh Manghwani),Regional Orthopedics
Osteotomies Around the Hip,Regional Orthopedics
Carpal Tunnel Syndrome (Dr. Apurv Mehra),Clinical Examination
Tuberculosis - Hip (Prof. Dr. SM Tuli and Dr. Apurv Mehra),Clinical Examination
Tuberculosis - Spine (Prof. Dr. SM Tuli and Dr. Apurv Mehra),Clinical Examination
Tuberculosis - Knee (Prof. Dr. SM Tuli and Dr. Apurv Mehra),Clinical Examination
Total Knee Replacement in Stiff Knee Ankylosis and Flexion (Dr. Mrinal Sharma and Dr. Apurv Mehra),Surgical Series
Bone Grafting,Surgical Series
ACL Knee - The Procedure (Prof. VB Bhasin and Dr. Apurv Mehra),Surgical Series
Plating Distal End Radius,Surgical Series
Femur Nailing,Surgical Series
Tibia Nailing,Surgical Series
Acetabulum Posterior Wall Plating Video,Surgical Series
Galeazzi,Surgical Series
Plating of Humerus Shaft (Dr. Shailesh Pai),Surgical Series
Safe Surgical Dislocation,Trauma
Knee Replacement (OT Recording) (Dr. Apurv Mehra),Fundamental Concepts
Bimalleolar Ankle Surgical Video (Dr. Shailesh Pai),Fundamental Concepts
Proximal Tibia Intraarticular Fracture Surgical Video (Dr. Shailesh Pai),Fundamental Concepts
Nerve Entrapment Syndromes of the Lower Extremity Part 2 (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
Pediatric Knee Injuries (Prof. Dr. Gopa Kumar),Pediatric Orthopedics
Nerve Entrapment Syndromes of the Lower Extremity Part 1 (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
PG X-Rays Discussion Part - 3 (Prof. Dr. Shantharam Shetty),Conceptual Connect LIVE Sessions
Nailing in Proximal Humerus Fractures (Dr. Shailesh Pai),Recent Advances
MIPO DFP (Dr. Shailesh Pai),Fundamental Concepts
Distal Femur Fracture ORIF with DFP (Dr. Shailesh Pai),Fundamental Concepts
Nerve Entrapment Syndromes of the Lower Extremity Part - 3 (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
Duties of Responsibilities of an Orthopedic Resident (Prof. Dr. Anil Dhal),Introduction and Orientation
Surgery for Lisfranc Injury (Dr. Maninder Shah Singh),Fundamental Concepts
Biomechanics of the Knee Part - 2 (Dr. Raju Easwaran),Conceptual Connect LIVE Sessions
SCARF Osteotomy (Dr. Maninder Shah Singh),Fundamental Concepts
Haglund Excision & FHL Transfer for Insertional Achilles Tear (Dr. Maninder Shah Singh),Fundamental Concepts
Limb Salvage for Osteo/ Ewings Sarcoma in Paediatric Patients (Dr. Vivek Verma),Conceptual Connect LIVE Sessions
Calcaneal ORIF,Surgical Series
Arthritis - OA Knee (Dr. Ravinder Dimri),Arthritis
Examination of a Case of SI Joints (Prof. Dr. Anil Dhal),Introduction and Orientation
Examination of a Case of Hip (Prof. Dr. Anil Dhal),Introduction and Orientation
Septic Arthritis Part - 1 (Dr. Faheem Kotekar),Pediatric Orthopedics
Septic Arthritis Part - 2 (Dr. Faheem Kotekar),Pediatric Orthopedics
Septic Arthritis Part - 3 (Dr. Faheem Kotekar),Pediatric Orthopedics
Subtrochanteric Fractures (Prof. Dr. Shantharam Shetty)),Conceptual Connect LIVE Sessions
Scaphoid - Delayed and Non - Union (Prof. Dr. Anil Dhal),Introduction and Orientation
Clinical Examination of Wrist Drop (Prof. Dr. Anil Dhal and Dr. Jitesh Manghwani),Introduction and Orientation
Foot Drop - Questions and Answer (Prof. Dr. Anil Dhal and Dr. Jitesh Manghwani),Introduction and Orientation
Nitinol (Dr. Shailesh Pai),Recent Advances
Extended Curettage in Giant Cell Tumors (Dr. Vivek Verma),Conceptual Connect LIVE Sessions
Modified Stoppa Approach (Dr. Shailesh Pai),Recent Advances
Upper Limb Trauma (Prof. Dr. Shantaram Shetty),Introduction and Orientation
Extensor Tendon Injuries (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
Role of 3D Printing in Orthopedics (Dr. Ashish Taneja),Recent Advances
Live Case Interaction (Prof. Dr. Anil Dhal),Introduction and Orientation
Heel and Plantar Sided Pain (Dr. Ravinder Dimri),Neurology Nerves
Motivation (Prof. Dr. Shantaram Shetty),Introduction and Orientation
FRCS Course Introduction (Dr. Ravinder Dimri),Introduction and Orientation
Heel and Plantar Sided Pain (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
Intertrochanteric Fracture - 1 (Dr. Shailesh Pai),Conceptual Connect LIVE Sessions
Rehabilitation After ACL Reconstruction (Dr. Raju Easwaran),Conceptual Connect LIVE Sessions
Management of OA (Dr. Heiko Graichen) NB,Introduction and Orientation
Intertrochanteric Fracture - 2 (Dr. Shailesh Pai),Conceptual Connect LIVE Sessions
Intertrochanteric Fracture - 3 (Dr. Shailesh Pai),Conceptual Connect LIVE Sessions
Meniscal Tears Assessment Management (Dr. Shekhar Srivastava),Arthroscopy
Intertrochanteric Fracture - 4 (Dr. Shailesh Pai),Conceptual Connect LIVE Sessions
Fracture Neck Femur - 1 (Dr. Shailesh Pai),Conceptual Connect LIVE Sessions
Patello Femoral Instability (Dr. Shekhar Srivastava),Arthroscopy
Short Case (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
Wrist (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
CTEV - 1 (Prof. Dr. Gopa Kumar),Conceptual Connect LIVE Sessions
CTEV - 2 (Prof. Dr. Gopa Kumar),Conceptual Connect LIVE Sessions
CTEV - 3 (Prof. Dr. Gopa Kumar),Conceptual Connect LIVE Sessions
PCL Injury (Dr. Raju Easwaran),Arthroscopy
MCL (Dr. Raju Easwaran),Arthroscopy
Examination of Wrist Swelling (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
ACL Injury (Dr. Amite Pankaj Aggarwal),Arthroscopy
CO Edition 2.0 - What New to Expect (Dr. Apurv Mehra),Conceptual Connect LIVE Sessions
OA Knee (Dr. Ashish Taneja & Dr. Apurv Mehra),Conceptual Connect LIVE Sessions
DVT (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
Highlights of Our Book and How it will in Exams (Dr. Apurv Mehra),Introduction and Orientation
Surgical Management of Volar Wrist Swelling (Prof. Dr. Anil Dhal),Regional Orthopedics
Posterolateral Corner of Knee (Prof. Dr. V B Bhasin),Arthroscopy
Correction of Elbow Deformity (Prof. Dr. Gopa Kumar),Specialty Courses
Pediatric Femur & Tibia Fractures (Prof. Dr. Shantharam Shetty),Specialty Courses
Shoulder Instability Assessment (Dr. Shekhar Srivastava),Arthroscopy
Proximal Femur Fracture in Children,Specialty Courses
Rotator Cuff Tendinitis (Prof. Dr. VB Bhasin),Arthroscopy
Rotator Cuff Tear (Dr. Raju Easwaran),Arthroscopy
Mini Open Rotator Cuff Tear (Prof. Dr. VB Bhasin),Arthroscopy
Adhesive Capsulitis (Dr. Raju Easwaran),Arthroscopy
Acromio Clavicular Injuries,Trauma
Ankle Fractures (Dr. Ajith Kumar),Specialty Courses
Non Healing Ulcer - Heel (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
Clinical Examination - Case Scenario - Hip (Prof. Dr. Ajith Kumar),Conceptual Connect LIVE Sessions
Deformed Elbow (Prof. Dr. Gopa Kumar),Specialty Courses
TRASH Injuries and other Distal Humerus injuries (Dr. Ajith Kumar),Specialty Courses
Periprosthetic Fractures - Case Based Discussion (Prof. Dr. Ajith Kumar),Practical Examination
Pulled Elbow and Other Proximal Radio-Ulnar Injuries (Prof. Dr. Sudhir Kumar),Specialty Courses
Monteggia Fractures (Prof. Dr. Shantharam Shetty),Specialty Courses
Hand Space Infections (Prof. Dr. Anil Dhal),Regional Orthopedics
Incomplete Fractures (Prof. Dr. Shantharam Shetty),Specialty Courses
Lateral Condyle Humerus,Trauma
Tips for Scoring Better in Theory Examinations_Dr. Apurv Mehra,Introduction and Orientation
Lateral Condyle Humerus (Prof. Dr. Gopa Kumar),Pediatric Orthopedics
Proximal Humerus and Humeral Shaft (Prof. Dr. VB Bhasin),Pediatric Orthopedics
Supracondylar Humerus (Prof. Dr. Gopa Kumar),Pediatric Orthopedics
Classification of Trauma (Dr. Shailesh Pai),Conceptual Connect LIVE Sessions
Traumatic Amputation (Principles) (Prof. Dr. Anil Dhal),Pediatric Orthopedics
SCIWORA (Prof. Dr. Sudhir Kumar),Pediatric Orthopedics
Supracondylar Fracture with Pulseless Hand (Prof. Dr. Anil Dhal),Pediatric Orthopedics
Discoid Meniscus (Prof. Dr. Gopa Kumar),Regional Orthopedics
Physeal Injuries Complications (Dr. Ravinder Dimri),Pediatric Orthopedics
Non - Accidental Injuries (Dr. Ravinder Dimri),Pediatric Orthopedics
Hand and Foot Injuries (Dr. Apurv Mehra),Pediatric Orthopedics
Anterior Knee Pain after Total Knee Arthroplasty (Prof. Dr. Heiko Graichen),Arthroplasty
Cavo Varus Foot and Importance of Coleman Block Test (Prof. Dr. SM Tuli & Dr. Naufal Nahas),Fundamental Concepts
Radial Club Hand (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
DVT Part 2 (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
Knee Rehabilitation in Ligamentous Injuries Part - 2 (Dr. Raju Easwaran),Arthroscopy
Compartment Syndrome and VIC (Prof. Dr. Anil Dhal),Pediatric Orthopedics
Hemophilia Arthropathy (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
Ankle Arthrodesis (Dr. Maninder Shah Singh),Arthroscopy
Stiff Elbow (Prof. Dr. Gopa Kumar),Conceptual Connect LIVE Sessions
MCQ Questions on Basic Sciences (Dr. Apurv Mehra),MCQ Discussion
Ulnar Sided Wrist Pain Part -1 (Dr. Ravinder Dimri),Regional Orthopedics
Theory Crash Course on Pediatric Orthopedics Part-2 (Dr. Faheem Kotekar),Solved Theory Papers
MCQ on Infections (Dr. Apurv Mehra),MCQ Discussion
Coxa Vara and Idiopathic Chondrolysis (Prof. Dr. Gopa Kumar),Conceptual Connect LIVE Sessions
Scapulothoracic Dissociation,Trauma
Discussion of Pediatric Ortho and Deformity Question of DNB August 2021 Exam (Dr. Faheem Kotekar),Solved Theory Papers
Flat Foot in Children (Prof. Dr. Gopa Kumar),Regional Orthopedics
Flat Foot in Children (Prof. Dr. Gopa Kumar),Conceptual Connect LIVE Sessions
Discussion Of Questions On Pediatrics & Recent Advances in DNB 2019 (Dr. Faheem Kotekar),Solved Theory Papers
"Reverse Shoulder Arthroplasty - Indications, Biomechanics, Techniques And Newer Modification (Dr. Harpreet Singh)",Conceptual Connect LIVE Sessions
Management of Radial Club Hand (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
MCQs on Bone Tumor (Dr. Vivek Verma & Dr. Apurv Mehra),MCQ Discussion
Treatment Options for Bone Defects in Knee and Hip Arthroplasty (Prof. Dr. Heiko Graichen),Arthroplasty
Paed ortho FNB - SS Entrance Examination Discussion Part-2,FNB / NEET SS MCQs
Theory Crash Course Session on Spine Part-5 (Dr. Jitesh Manghwani),Solved Theory Papers
Rupture of Extensor Mechanism Of Knee & Tendo Achilles Rupture (Prof. Dr. Gopa Kumar),Regional Orthopedics
Rupture of Extensor Mechanism Of Knee (Prof. Dr. Gopa Kumar),Arthroscopy
Rupture of Extensor Mechanism Of Knee & Tendo Achilles Rupture (Prof. Dr. Gopa Kumar),Conceptual Connect LIVE Sessions
MCQs Discussion on Arthroplasty (Prof. Dr. Heiko Graichen & Dr. Ravinder Dimri),Introduction and Orientation
MCQs Discussion on Arthroplasty (Prof. Dr. Heiko Graichen & Dr. Ravinder Dimri),MCQ Discussion
CRIF with PFNA II Surgical Video,Surgical Series
MCQ Discussion on Shoulder (Dr. Harpreet Singh),MCQ Discussion
Complex Hand Injuries - FPL Reconstruction (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
MCQs Discussion on Arthroplasty Part - 2 (Prof. Dr. Heiko Graichen & Dr. Ravinder Dimri),MCQ Discussion
"TFCC, Ulnar Impactions & DRUJ Pathology Triangle & Management Principles (Dr. Ravinder Dimri)",Conceptual Connect LIVE Sessions
Interactive session: Short Case - Swelling Elbow (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
SCIWORA (Prof. Dr. Sudhir Kumar),Regional Orthopedics
Discussion of MCQs on Basic Sciences Part - 1 (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
Discussion of Shoulder MRI (Dr. Harpreet Singh),Fundamental Concepts
MCQ in Orthopaedic Oncology (Dr. Vivek Verma),MCQ Discussion
Ankle Swelling - Short Case (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
Trauma MCQ Discussion (Dr. Shailesh Pai & Dr. Naufal Nahas),MCQ Discussion
Discussion of Ortho-Pediatrics MCQs of DNB December 2017 (Dr. Faheem Kotekar),MCQ Discussion
MCQs Discussion of Basic Science Part - 2 (Dr. Ravinder Dimri),MCQ Discussion
Glass Cut Wrist Injury (Prof. Dr. Anil Dhal),Practical Examination
Glass Cut Wrist Injury (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
Imaging in Pediatric Trauma (Dr. Shailesh Pai),Pediatric Orthopedics
Forearm Shaft and Distal Radius (Dr. Faheem Kotekar),Pediatric Orthopedics
Anatomy of Physis and Physeal Injuries with Classification (Dr. Apurv Mehra),Pediatric Orthopedics
MCQs Discussion of Basic Science Part - 3 (Dr. Ravinder Dimri),MCQ Discussion
SLAP Tears (Dr. Harpreet Singh),Conceptual Connect LIVE Sessions
Upper Limb Length Discrepancy (Prof. Dr. Anil Dhal),Practical Examination
Upper Limb Length Discrepancy (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
Short Case - Ankle & Foot (Prof. Dr. Anil Dhal),Practical Examination
Fracture Neck Femur - 2 (Dr. Shailesh Pai),Conceptual Connect LIVE Sessions
Short Case - Ankle & Foot (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
MCQs Discussion on Basic Science Part - 4 (Dr. Ravinder Dimri),MCQ Discussion
Carpal Instability (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
OPD Approach to a Patient with Shoulder Pain (Dr Harpreet Singh),Conceptual Connect LIVE Sessions
Flexor Tendon Injuries (Prof. Dr. Anil. Dhal),Introduction and Orientation
Flexor Tendon Injuries (Prof. Dr. Anil Dhal),Regional Orthopedics
Flexor Tendon Injuries (Prof. Dr. Anil. Dhal),Conceptual Connect LIVE Sessions
An Approach to a Limping Child (Prof. Dr. Gopa Kumar),Pediatric Orthopedics
An Approach to a Limping Child (Prof. Dr. Gopa Kumar),Clinical Examination
An Approach to a Limping Child (Prof. Dr. Gopa Kumar),Conceptual Connect LIVE Sessions
Case Discussion on Upper Limb Trauma Biomechanics (Dr. Harpreet Singh & Dr. Shailesh Pai),Practical Examination
Case Discussion on Upper Limb Trauma Biomechanics (Dr. Harpreet Singh & Dr. Shailesh Pai),Conceptual Connect LIVE Sessions
Flexor Tendon Injuries Part - 2 (Prof. Dr. Anil Dhal),Introduction and Orientation
Flexor Tendon Injuries Part - 2 (Prof. Dr. Anil Dhal),Regional Orthopedics
Flexor Tendon Injuries Part - 2 (Prof. Dr. Anil Dhal),Conceptual Connect LIVE Sessions
Early Total Care vs Damage Control Orthopedics (Prof. Dr. Shantharam Shetty),Introduction and Orientation
Fracture Neck Femur - 3 (Dr. Shailesh Pai),Conceptual Connect LIVE Sessions
Early Total Care vs Damage Control Orthopedics,Trauma
Wrist Arthritis (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
Fracture Neck Femur - 4 (Dr. Shailesh Pai),Conceptual Connect LIVE Sessions
Early Total Care vs Damage Control Orthopedics (Prof. Dr. Shantharam Shetty),Conceptual Connect LIVE Sessions
Charcots Shoulder (Prof. Dr. Sudhir Kumar),Practical Examination
Hindfoot Arthritis (Dr. Ravinder Dimri),Conceptual Connect LIVE Sessions
Stem Cells & Its Applications (Prof. Dr. Shantharam Shetty),Recent Advances
Stem Cells & Its Applications (Prof. Dr. Shantharam Shetty),Conceptual Connect LIVE Sessions
